Task number Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average percent derivs
1,0.6646094591956431,1.7219646088456764,13.057468175888062,18,11.475409836065573
2,0.6441910257141351,1.8428392276134304,11.375657081604004,19,13.114754098360656
3,0.6450520704210763,1.85448858090553,9.717731952667236,15,9.836065573770492
4,0.6150130216357463,2.029019754485037,6.037513971328735,14,11.475409836065573
5,0.6490459837061604,1.865790396579371,10.355825662612915,18,11.475409836065573
6,0.6317619189549994,1.8577343983556047,10.552006483078003,16,8.19672131147541
8,0.6627151106380534,1.6718665013858613,12.546942949295044,20,13.114754098360656
9,0.6131541445732822,1.9006663128631456,9.926444053649902,18,9.836065573770492
10,0.6575861725674494,1.836233676779464,14.266351222991943,23,9.836065573770492
11,0.6037976850310124,2.1431335354652745,9.712327241897583,18,9.836065573770492
13,0.6353017598737618,2.00701882002528,7.788055419921875,15,9.836065573770492
14,0.6215990899211075,2.1003894157563554,6.9994423389434814,13,9.836065573770492
15,0.6525532774859057,1.6920442182170516,11.650662422180176,22,9.836065573770492
16,0.6578576248965892,1.6514991548334612,9.370457172393799,16,14.754098360655737
17,0.634286945812025,1.7496553055703492,10.021414279937744,18,13.114754098360656
