Task number Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average percent derivs
0,0.06726589611382838,4.74707433154054,1.3241064548492432,2,100.0
1,0.06665394661210455,4.791992248455401,1.3339736461639404,2,100.0
2,0.06604878623462329,4.83720776537026,1.3319270610809326,2,100.0
3,0.06545034263159699,4.8827208822851205,1.3328900337219238,2,100.0
4,0.06485854366149002,4.92853159919998,1.3665838241577148,2,100.0
5,0.06427331742251063,4.974639916114841,1.3777246475219727,2,100.0
6,0.06788470726445872,4.70245401462568,1.3642184734344482,2,100.0
7,0.06851045272820755,4.6581312977108205,1.3739850521087646,2,100.0
8,0.06914320527147322,4.614106180795959,1.3780570030212402,2,100.0
9,0.06978303772335648,4.5703786638811,1.384497880935669,2,100.0
10,0.06369459228230467,5.021045833029701,1.4119911193847656,2,100.0
11,0.06312229690591287,5.06774934994456,1.3774571418762207,2,100.0
12,0.06255636028206812,5.1147504668594195,1.3837270736694336,2,100.0
13,0.061996711747899114,5.162049183774279,1.375333309173584,2,100.0
14,0.06144328101210883,5.20964550068914,1.3849971294403076,2,100.0
15,0.07043002293398593,4.526948746966241,1.4081897735595703,2,100.0
16,0.07108423373054862,4.48381643005138,1.3793449401855469,2,100.0
17,0.07174574287095203,4.44098171313652,1.3667917251586914,2,100.0
18,0.07241462299501877,4.39844459622166,1.3802344799041748,2,100.0
19,0.07309094657312398,4.3562050793068,1.3963921070098877,2,100.0
