Task number Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average percent derivs
0,0.5457587238520132,2.3118240164524715,5.041868209838867,10,6.557377049180328
1,0.6235224439094538,1.9329138682858529,8.761073350906372,17,9.836065573770492
2,0.5592519996417835,2.2827634018576997,7.279907703399658,12,8.19672131147541
3,0.5897853498189318,2.143239391150738,6.3425281047821045,11,8.19672131147541
4,0.577727198058863,2.2255294466340554,8.003578662872314,14,8.19672131147541
5,0.5538756070387911,2.3717483471393335,6.8645336627960205,13,8.19672131147541
7,0.5015585676702179,2.4925729363377442,5.838877201080322,12,6.557377049180328
10,0.5509314956687467,2.408181693528316,3.9341373443603516,8,8.19672131147541
11,0.5384521502811483,2.4965999379175345,9.297104120254517,13,8.19672131147541
12,0.5655874431413663,2.3701817729232695,6.89261269569397,12,8.19672131147541
13,0.5752928910292443,2.3372615135400223,5.889422178268433,10,8.19672131147541
14,0.5647029549394398,2.4162027146409284,7.1844096183776855,15,8.19672131147541
16,0.6139760472422888,1.8633126970377325,4.1932103633880615,11,8.19672131147541
17,0.620778206419569,1.8142842196299203,10.717012166976929,17,8.19672131147541
18,0.5275203113850305,2.24041450494087,5.710293769836426,8,8.19672131147541
19,0.5807409594831578,1.9703965077182695,5.313583850860596,9,8.19672131147541
