Task number Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average percent derivs
0,0.011080043367094783,7.608175224709003,0.2533285617828369,2,8.19672131147541
1,0.010937302769779556,7.668289572149112,0.2532210350036621,2,8.19672131147541
2,0.01079633124495405,7.728701519589224,0.25595808029174805,2,8.19672131147541
3,0.010657104356242786,7.789411067029336,0.2533409595489502,2,8.19672131147541
4,0.01051959801524327,7.850418214469446,0.2565650939941406,2,8.19672131147541
5,0.010383788477375866,7.9117229619095575,0.253124475479126,2,8.19672131147541
6,0.011224577825387883,7.548358477268891,0.252880334854126,2,8.19672131147541
7,0.011370931289389041,7.488839329828777,0.2538175582885742,2,8.19672131147541
8,0.01151912926418397,7.429617782388664,0.25458550453186035,2,8.19672131147541
9,0.01166919761930929,7.370693834948554,0.2514352798461914,2,8.19672131147541
10,0.010249652337733006,7.9733253093496685,0.25225186347961426,2,8.19672131147541
11,0.010117166526925958,8.035225256789781,0.25646209716796875,2,8.19672131147541
12,0.009986308306936698,8.097422804229893,0.25359511375427246,2,8.19672131147541
13,0.009857055266970671,8.159917951670002,0.254321813583374,2,8.19672131147541
14,0.009729385319323769,8.222710699110113,0.2556157112121582,2,8.19672131147541
15,0.011821162592822843,7.312067487508443,0.25287795066833496,2,8.19672131147541
16,0.011975050795344,7.25373874006833,0.25682759284973145,2,8.19672131147541
17,0.012130889214060137,7.195707592628219,0.25272297859191895,2,8.19672131147541
18,0.012288705216695117,7.137974045188109,0.2548511028289795,2,8.19672131147541
19,0.012448526555430939,7.080538097747997,0.2554917335510254,2,8.19672131147541
