Task number Cost reduction,Final cost,Optimisation time (ms),Number iterations,Average percent derivs
0,0.6911730633299681,1.5717495670486539,53.893232345581055,23,100.0
1,0.6867844008023916,1.6081138587366728,43.39079666137695,19,100.0
2,0.6982179834841139,1.5630177382118169,75.17356657981873,31,100.0
3,0.6566410666254128,1.793939809285436,49.323235511779785,21,100.0
4,0.6915108971337035,1.6258484544556748,64.33928418159485,26,100.0
5,0.6594884503918791,1.8102747074741026,35.27054762840271,16,100.0
6,0.701360888702059,1.5066126463024185,68.54548811912537,27,100.0
7,0.6998407764119723,1.5010163858382048,58.307005405426025,24,100.0
8,0.7022659941443876,1.4758191855409581,55.044681549072266,23,100.0
10,0.6596682839772507,1.8250681139920297,42.882500886917114,19,100.0
11,0.6016028602379782,2.1550057594294136,16.583699703216553,8,100.0
12,0.6542360951364313,1.8865092458851158,29.620314121246338,14,100.0
13,0.6841687289058499,1.738092579824492,97.71055316925049,40,100.0
14,0.6828139326664371,1.7606042715750854,57.9690375328064,23,100.0
16,0.7086869677539926,1.4061491985634431,57.0455207824707,21,100.0
18,0.6895282689329669,1.4722016340971738,36.760056495666504,16,100.0
19,0.7146905856572642,1.3408719176265163,59.06357192993164,23,100.0
